Dataset,ID,essay_content,Orignal_Info,topic,Generated_MEC,Generated_DEV,Generated_VOC,Generated_REL,Generated_ORG,Generated_STY,Generated_STR
QALB,311,**Replace with orignal text from QALB**,"Document_ID: ''S361_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,2,2,3,2,3
QALB,312,**Replace with orignal text from QALB**,"Document_ID: ''S462_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,2,2,3,2,3
QALB,313,**Replace with orignal text from QALB**,"Document_ID: ''S351_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,2,2,1,2,1,3
QALB,314,**Replace with orignal text from QALB**,"Document_ID: ''S379_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,3,3,2,4,3,3
QALB,315,**Replace with orignal text from QALB**,"Document_ID: ''S468_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,2,2,3
QALB,316,**Replace with orignal text from QALB**,"Document_ID: ''S461_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,2,3,2,2,2,3
QALB,317,**Replace with orignal text from QALB**,"Document_ID: ''S468_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,2,2,2,3
QALB,318,**Replace with orignal text from QALB**,"Document_ID: ''S455_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,1,3,2,2,2,2,3
QALB,319,**Replace with orignal text from QALB**,"Document_ID: ''S473_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,4,2,3
QALB,320,**Replace with orignal text from QALB**,"Document_ID: ''S509_T1_M_Uni_NNAS_W_C_001.ar'', Original_Split:Train",السفر,4,3,5,2,2,4,3
QALB,321,**Replace with orignal text from QALB**,"Document_ID: ''S506_T2_M_Uni_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,3,3,1,2,2,3
QALB,322,**Replace with orignal text from QALB**,"Document_ID: ''S508_T1_M_Uni_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,4,3,1,3,3,3
QALB,323,**Replace with orignal text from QALB**,"Document_ID: ''S507_T2_M_Uni_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,5,4,2,4,4,3
QALB,324,**Replace with orignal text from QALB**,"Document_ID: ''S483_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,2,3,2,3
QALB,325,**Replace with orignal text from QALB**,"Document_ID: ''S478_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,3,2,3
QALB,326,**Replace with orignal text from QALB**,"Document_ID: ''S476_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,4,2,3
QALB,327,**Replace with orignal text from QALB**,"Document_ID: ''S475_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,3,3,2,3,2,3
QALB,328,**Replace with orignal text from QALB**,"Document_ID: ''S485_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,1,3,2,3
QALB,329,**Replace with orignal text from QALB**,"Document_ID: ''S828_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,3,3,3,2,2,2,2
QALB,330,**Replace with orignal text from QALB**,"Document_ID: ''S830_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,3,3,3,2,2,2,3
QALB,331,**Replace with orignal text from QALB**,"Document_ID: ''S826_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",الإسلام,1,1,1,1,1,1,1
QALB,332,**Replace with orignal text from QALB**,"Document_ID: ''S817_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,1,1,1,1,1,1
QALB,333,**Replace with orignal text from QALB**,"Document_ID: ''S514_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,1,2,2,1,1,1,1
QALB,334,**Replace with orignal text from QALB**,"Document_ID: ''S834_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,3,4,3,2,4,3,2
QALB,335,**Replace with orignal text from QALB**,"Document_ID: ''S824_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,2,2,1,1,1,3
QALB,336,**Replace with orignal text from QALB**,"Document_ID: ''S825_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,2,3,3,2,3,2,3
QALB,337,**Replace with orignal text from QALB**,"Document_ID: ''S528_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,1,2,1,1,1,1
QALB,338,**Replace with orignal text from QALB**,"Document_ID: ''S825_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,3,2,3,1,3,2,3
QALB,339,**Replace with orignal text from QALB**,"Document_ID: ''S518_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,3,2,3
QALB,340,**Replace with orignal text from QALB**,"Document_ID: ''S819_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",الإسلام,4,3,3,1,3,2,2
QALB,341,**Replace with orignal text from QALB**,"Document_ID: ''S816_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,1,1,1,1,1,1,1
QALB,342,**Replace with orignal text from QALB**,"Document_ID: ''S523_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,1,3,3,2,2,2,3
QALB,343,**Replace with orignal text from QALB**,"Document_ID: ''S854_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,3,3,3,2,3,2,3
QALB,344,**Replace with orignal text from QALB**,"Document_ID: ''S832_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,4,3,4,2,4,4,3
QALB,345,**Replace with orignal text from QALB**,"Document_ID: ''S527_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,1,2,1,1,1,1
QALB,346,**Replace with orignal text from QALB**,"Document_ID: ''S854_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,2,3
QALB,347,**Replace with orignal text from QALB**,"Document_ID: ''S143_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,2,3,2,2,2,3
QALB,348,**Replace with orignal text from QALB**,"Document_ID: ''S254_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,2,2,3,1,2,2,3
QALB,349,**Replace with orignal text from QALB**,"Document_ID: ''S117_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,4,3,3,1,3,3,3
QALB,350,**Replace with orignal text from QALB**,"Document_ID: ''S033_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",الإسلام,5,1,5,1,1,1,5
QALB,351,**Replace with orignal text from QALB**,"Document_ID: ''S116_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,4,3,2,4,4,3
QALB,352,**Replace with orignal text from QALB**,"Document_ID: ''S108_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,2,2,2,1,2,2,3
QALB,353,**Replace with orignal text from QALB**,"Document_ID: ''S207_T2_M_Pre_NNAS_W_H_002.ar'', Original_Split:Train",التعليم,4,3,4,1,2,3,3
QALB,354,**Replace with orignal text from QALB**,"Document_ID: ''S121_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,4,2,4,3,3
QALB,355,**Replace with orignal text from QALB**,"Document_ID: ''S110_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,3,1,2,1,1,1,1
QALB,356,**Replace with orignal text from QALB**,"Document_ID: ''S143_T2_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",الإسلام,5,1,5,1,1,1,1
QALB,357,**Replace with orignal text from QALB**,"Document_ID: ''S095_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,2,1,3,2,3
QALB,358,**Replace with orignal text from QALB**,"Document_ID: ''S120_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,4,1,2,1,1,1,1
QALB,359,**Replace with orignal text from QALB**,"Document_ID: ''S138_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,3,2,3
QALB,360,**Replace with orignal text from QALB**,"Document_ID: ''S124_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,2,1,3,1,3
QALB,361,**Replace with orignal text from QALB**,"Document_ID: ''S038_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,1,3,3,3
QALB,362,**Replace with orignal text from QALB**,"Document_ID: ''S156_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,4,1,2,1,1,1,1
QALB,363,**Replace with orignal text from QALB**,"Document_ID: ''S115_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,2,1,2,1,1,1,1
QALB,364,**Replace with orignal text from QALB**,"Document_ID: ''S141_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,2,1,2,1,2,1,1
QALB,365,**Replace with orignal text from QALB**,"Document_ID: ''S243_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,2,3,3,1,3,3,3
QALB,367,**Replace with orignal text from QALB**,"Document_ID: ''S846_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,3,2,1,2,3,3
QALB,368,**Replace with orignal text from QALB**,"Document_ID: ''S941_T1_M_Pre_NNAS_S_C_002.ar'', Original_Split:Train",الإسلام,5,1,1,1,1,1,3
QALB,369,**Replace with orignal text from QALB**,"Document_ID: ''S846_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,2,3,3,2,3,2,3
QALB,370,**Replace with orignal text from QALB**,"Document_ID: ''S845_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,2,3,3,2,4,2,3
QALB,371,**Replace with orignal text from QALB**,"Document_ID: ''S835_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,4,4,4,2,3,3,3
QALB,372,**Replace with orignal text from QALB**,"Document_ID: ''S841_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,3,3,3,2,3,2,3
QALB,373,**Replace with orignal text from QALB**,"Document_ID: ''S853_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,3,3
QALB,374,**Replace with orignal text from QALB**,"Document_ID: ''S842_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,3,3,3,1,2,2,3
QALB,375,**Replace with orignal text from QALB**,"Document_ID: ''S836_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,2,3,3,2,3,2,3
QALB,376,**Replace with orignal text from QALB**,"Document_ID: ''S821_T2_F_Pre_NNAS_W_H_002.ar'', Original_Split:Train",التعليم,2,3,3,1,2,2,3
QALB,377,**Replace with orignal text from QALB**,"Document_ID: ''S852_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,3,3,3,2,3,2,3
QALB,378,**Replace with orignal text from QALB**,"Document_ID: ''S837_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,2,3,3,2,2,2,3
QALB,379,**Replace with orignal text from QALB**,"Document_ID: ''S847_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,4,3,2,3,3,3
QALB,380,**Replace with orignal text from QALB**,"Document_ID: ''S848_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,3,2,1,2,2,3
QALB,381,**Replace with orignal text from QALB**,"Document_ID: ''S837_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,3,3,2,2,2,3
QALB,382,**Replace with orignal text from QALB**,"Document_ID: ''S939_T1_F_Uni_NNAS_S_C_001.ar'', Original_Split:Train",السفر,1,1,1,1,1,1,1
QALB,383,**Replace with orignal text from QALB**,"Document_ID: ''S318_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,2,3
QALB,384,**Replace with orignal text from QALB**,"Document_ID: ''S387_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,3,3,3
QALB,385,**Replace with orignal text from QALB**,"Document_ID: ''S346_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,1,3,2,3
QALB,386,**Replace with orignal text from QALB**,"Document_ID: ''S318_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",الحب,1,1,1,1,1,1,1
QALB,387,**Replace with orignal text from QALB**,"Document_ID: ''S392_T2_M_Pre_NNAS_S_C_001.ar'', Original_Split:Train",التعليم,3,2,3,1,3,4,3
QALB,388,**Replace with orignal text from QALB**,"Document_ID: ''S311_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,3,3,3,2,2,2,3
QALB,389,**Replace with orignal text from QALB**,"Document_ID: ''S301_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,2,3,1,4,3,3
QALB,390,**Replace with orignal text from QALB**,"Document_ID: ''S369_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",التعليم,5,1,1,1,1,1,1
QALB,391,**Replace with orignal text from QALB**,"Document_ID: ''S322_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,3,2,4,2,3
QALB,392,**Replace with orignal text from QALB**,"Document_ID: ''S320_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,5,5,2,4,4,3
QALB,393,**Replace with orignal text from QALB**,"Document_ID: ''S355_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,2,2,3
QALB,394,**Replace with orignal text from QALB**,"Document_ID: ''S349_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,3,1,3,2,3
QALB,395,**Replace with orignal text from QALB**,"Document_ID: ''S364_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,2,2,3
QALB,396,**Replace with orignal text from QALB**,"Document_ID: ''S288_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,4,2,4,3,3
QALB,397,**Replace with orignal text from QALB**,"Document_ID: ''S286_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,4,3,2,3,3,3
QALB,398,**Replace with orignal text from QALB**,"Document_ID: ''S475_T1_F_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,1,1,2,1,1,1,1
QALB,399,**Replace with orignal text from QALB**,"Document_ID: ''S258_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,3,2,2,1,2,2,3
QALB,400,**Replace with orignal text from QALB**,"Document_ID: ''S515_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,1,1,2,1,1,1,1
QALB,401,**Replace with orignal text from QALB**,"Document_ID: ''S180_T3_M_Pre_NNAS_S_C_003.ar'', Original_Split:Train",السفر,1,1,1,1,1,1,1
QALB,402,**Replace with orignal text from QALB**,"Document_ID: ''S037_T4_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,4,5,5,1,3,4,3
QALB,403,**Replace with orignal text from QALB**,"Document_ID: ''S491_T1_F_Pre_NNAS_W_C_002.ar'', Original_Split:Train",السفر,2,3,2,1,2,1,3
QALB,404,**Replace with orignal text from QALB**,"Document_ID: ''S476_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,3,1,4,2,3
QALB,405,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona49.ar'', Original_Split:Train",الحياة اليومية,1,1,2,1,1,1,3
QALB,406,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona36.ar'', Original_Split:Train",الحياة اليومية,2,1,2,1,1,1,3
QALB,407,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona44.ar'', Original_Split:Train",الثقافة,2,3,3,2,2,2,3
QALB,408,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona47.ar'', Original_Split:Train",الحياة اليومية,2,3,3,1,2,1,3
QALB,409,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona02.ar'', Original_Split:Train",الإعلان,1,2,2,2,1,1,5
QALB,410,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona01.ar'', Original_Split:Train",الإعلان,2,2,2,2,1,2,3
QALB,411,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona20.ar'', Original_Split:Train",سياسية,2,2,2,1,2,2,3
QALB,412,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona32.ar'', Original_Split:Train",سياسية,2,3,3,1,2,2,3
QALB,413,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona55.ar'', Original_Split:Train",الحياة اليومية,2,1,3,1,2,1,1
QALB,414,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona79.ar'', Original_Split:Train",الثقافة,2,3,3,1,2,2,3
QALB,415,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona95.ar'', Original_Split:Train",السفر,1,1,2,1,1,1,3
QALB,416,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona64.ar'', Original_Split:Train",الحياة اليومية,1,1,2,1,1,1,1
QALB,417,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona89.ar'', Original_Split:Train",الحياة اليومية,1,1,2,1,1,1,1
QALB,418,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona94.ar'', Original_Split:Train",الحياة اليومية,2,2,2,1,1,1,3
QALB,419,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona52.ar'', Original_Split:Train",التعليم,2,1,2,1,1,1,1
QALB,420,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona57.ar'', Original_Split:Train",التعليم,2,1,3,1,1,1,3
QALB,421,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona61.ar'', Original_Split:Train",الحياة اليومية,1,1,1,1,1,1,1
QALB,422,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona74.ar'', Original_Split:Train",الحياة اليومية,1,1,2,1,1,1,3
QALB,423,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona91.ar'', Original_Split:Train",الحياة اليومية,1,1,2,1,1,1,3
QALB,424,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona92.ar'', Original_Split:Train",الحياة اليومية,1,1,1,1,1,1,1
QALB,425,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona81.ar'', Original_Split:Train",الثقافة,1,1,2,1,1,1,1
QALB,426,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona100.ar'', Original_Split:Train",التعليم,1,1,1,1,1,1,1
QALB,427,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona62.ar'', Original_Split:Train",السفر,3,2,3,1,2,1,1
QALB,428,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona78.ar'', Original_Split:Train",الثقافة,1,1,2,1,1,1,1
QALB,429,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona102.ar'', Original_Split:Train",الحياة اليومية,1,1,1,1,1,1,1
QALB,430,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona149.ar'', Original_Split:Train",سياسية,2,3,4,2,4,4,3
QALB,431,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona145.ar'', Original_Split:Train",سياسية,2,3,3,1,3,3,3
QALB,432,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona125.ar'', Original_Split:Train",الحياة اليومية,1,1,2,1,1,1,3
QALB,433,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona137.ar'', Original_Split:Train",الإعلان,2,1,3,1,1,2,3
QALB,434,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona142.ar'', Original_Split:Train",التعليم,1,3,3,1,3,3,3
QALB,435,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona104.ar'', Original_Split:Train",الثقافة,2,2,3,1,2,2,3
QALB,436,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona133.ar'', Original_Split:Train",اللغات,2,3,3,1,2,3,3
QALB,437,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona122.ar'', Original_Split:Train",قصة,1,1,2,1,1,1,3
QALB,438,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona121.ar'', Original_Split:Train",التعليم,2,3,3,1,2,2,3
QALB,439,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona130.ar'', Original_Split:Train",قصة,1,1,2,1,2,1,1
QALB,440,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona144.ar'', Original_Split:Train",قصة,2,3,3,1,3,2,3
QALB,441,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona114.ar'', Original_Split:Train",الحياة اليومية,3,3,2,1,1,1,1
QALB,442,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona106.ar'', Original_Split:Train",التعليم,1,1,2,1,1,1,1
QALB,443,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona108.ar'', Original_Split:Train",السفر,2,3,3,1,2,2,3
QALB,444,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona169.ar'', Original_Split:Train",سياسية,1,3,3,1,2,2,3
QALB,445,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona151.ar'', Original_Split:Train",سياسية,2,2,3,2,2,2,3
QALB,446,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona182.ar'', Original_Split:Train",الإسلام,3,3,4,2,4,4,3
QALB,447,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona189.ar'', Original_Split:Train",الأدب,2,3,3,1,3,3,3
QALB,448,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona183.ar'', Original_Split:Train",سياسية,3,3,3,2,3,3,3
QALB,449,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona195.ar'', Original_Split:Train",الدين,2,4,5,1,4,4,3
QALB,450,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona181.ar'', Original_Split:Train",سياسية,3,4,4,2,4,4,3
QALB,451,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona202.ar'', Original_Split:Train",اللغات,3,4,4,2,4,4,3
QALB,452,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona214_c2.ar'', Original_Split:Train",الدين,3,4,4,1,4,4,3
QALB,453,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona214_c1.ar'', Original_Split:Train",التعليم,3,3,4,1,3,3,3
QALB,454,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona211_c1.ar'', Original_Split:Train",الإسلام,3,4,5,1,5,4,3
QALB,455,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona212_c2.ar'', Original_Split:Train",الإسلام,2,3,4,1,2,3,3
QALB,456,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona206_c2.ar'', Original_Split:Train",السفر,1,1,2,1,1,1,3
QALB,457,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona207_c2.ar'', Original_Split:Train",سياسية,4,5,5,1,5,3,3
QALB,458,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona221_c1.ar'', Original_Split:Train",سياسية,3,3,5,1,4,4,3
QALB,459,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona225_c1.ar'', Original_Split:Train",سياسية,3,4,5,2,4,4,3
QALB,460,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona232_c3.ar'', Original_Split:Train",الثقافة,3,5,5,1,5,4,3
QALB,461,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona241_c1.ar'', Original_Split:Train",اللغات,4,3,4,1,3,4,3
QALB,462,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona239_c1.ar'', Original_Split:Train",سياسية,1,3,3,1,3,3,3
QALB,463,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona232_c1.ar'', Original_Split:Train",التعليم,5,4,5,2,4,4,3
QALB,464,**Replace with orignal text from QALB**,"Document_ID: ''S007_T4_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,3,3,2,2,2,1,3
QALB,465,**Replace with orignal text from QALB**,"Document_ID: ''S024_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,3,3,1,3,2,3
QALB,466,**Replace with orignal text from QALB**,"Document_ID: ''S005_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,2,2,2,1,1
QALB,467,**Replace with orignal text from QALB**,"Document_ID: ''S021_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,4,3,2,4,3,3
QALB,468,**Replace with orignal text from QALB**,"Document_ID: ''S009_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,4,3,2,2,2,3
QALB,469,**Replace with orignal text from QALB**,"Document_ID: ''S026_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,3,1,2,2,3
QALB,470,**Replace with orignal text from QALB**,"Document_ID: ''S016_T4_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,2,3,2,1,2,2,3
QALB,471,**Replace with orignal text from QALB**,"Document_ID: ''S017_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,2,3,2,2,2,3
QALB,472,**Replace with orignal text from QALB**,"Document_ID: ''S002_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,4,4,4,1,4,4,3
QALB,473,**Replace with orignal text from QALB**,"Document_ID: ''S016_T3_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,2,3,3,2,3,2,3
QALB,474,**Replace with orignal text from QALB**,"Document_ID: ''S005_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,2,2,2,2,3
QALB,475,**Replace with orignal text from QALB**,"Document_ID: ''S001_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,4,5,5,1,4,4,3
QALB,476,**Replace with orignal text from QALB**,"Document_ID: ''S019_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,2,2,2,2,3
QALB,477,**Replace with orignal text from QALB**,"Document_ID: ''S031_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,1,2,1,1,1,3
QALB,478,**Replace with orignal text from QALB**,"Document_ID: ''S102_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,2,2,2,1,3
QALB,479,**Replace with orignal text from QALB**,"Document_ID: ''S038_T3_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,4,5,4,2,5,4,3
QALB,480,**Replace with orignal text from QALB**,"Document_ID: ''S030_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,3,3,2,4,2,3
QALB,481,**Replace with orignal text from QALB**,"Document_ID: ''S033_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,4,3,1,3,3,3
QALB,482,**Replace with orignal text from QALB**,"Document_ID: ''S028_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,4,3,2,3,2,2
QALB,483,**Replace with orignal text from QALB**,"Document_ID: ''S101_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,3,2,4,2,3
QALB,484,**Replace with orignal text from QALB**,"Document_ID: ''S032_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,2,2,2,1,3
